Crop,Season,State,Soil_Type,Area_ha,Nitrogen,Phosphorus,Potassium,pH,Temperature,Humidity,Rainfall,Fertilizer,Pesticide,Irrigation,Yield_ton_per_ha
Mustard,Rabi,Uttar Pradesh,Sandy Loam,400.8,61.5,27.8,26.1,6.39,23.4,66.0,508.8,200.7,13.83,1,0.714
Rice,Kharif,Madhya Pradesh,Clay,494.15,73.5,24.3,66.8,6.23,25.4,98.2,787.0,169.1,0.53,1,2.295
Groundnut,Rabi,Odisha,Red,137.0,14.6,58.1,32.6,6.36,32.9,66.5,1265.0,143.7,22.02,0,0.819
Wheat,Rabi,Bihar,Alluvial,498.8,74.7,33.8,21.3,7.02,23.5,69.1,1404.1,330.2,23.25,1,2.025
Maize,Kharif,Madhya Pradesh,Loamy,492.72,80.7,61.6,17.6,7.43,32.7,83.4,1368.8,75.3,5.1,1,1.735
Cotton,Kharif,Gujarat,Loamy,494.19,53.4,23.6,44.5,6.98,30.6,76.5,905.2,310.2,1.49,1,0.772
Maize,Kharif,Bihar,Sandy Loam,457.62,79.6,59.2,24.0,6.33,30.2,49.6,1546.4,345.0,4.4,0,6.476
Groundnut,Zaid,Maharashtra,Red,200.0,28.5,39.9,42.2,6.02,25.1,66.8,836.5,175.8,14.07,0,1.5
Rice,Rabi,Bihar,Alluvial,494.49,66.5,31.8,70.6,6.7,22.8,95.7,1452.5,67.9,18.05,0,2.798
Groundnut,Rabi,Odisha,Sandy Loam,5.0,30.8,37.7,35.8,7.46,32.2,54.5,1505.6,73.2,5.39,1,1.44
Wheat,Rabi,Gujarat,Clay,300.0,124.7,49.7,48.3,7.81,28.1,66.2,690.7,242.4,18.06,1,2.5
Banana,Whole Year,Tamil Nadu,Loamy,384.0,228.6,25.4,237.5,7.45,27.0,67.3,730.1,247.2,5.94,1,44.453
Wheat,Rabi,Assam,Loamy,422.0,87.6,55.6,23.4,7.66,19.7,40.9,1653.4,302.2,16.28,1,1.314
Jute,Kharif,Bihar,Clay,39.0,56.2,14.9,41.8,7.2,28.2,79.4,747.5,322.8,2.71,1,1.674
Wheat,Rabi,Madhya Pradesh,Alluvial,498.65,166.9,32.8,40.0,5.87,23.3,33.2,1320.1,325.6,19.91,0,2.323
Potato,Rabi,Uttar Pradesh,Alluvial,492.05,231.6,88.2,85.6,6.3,27.7,50.5,1266.8,109.9,17.92,1,16.553
Wheat,Rabi,Jharkhand,Loamy,418.5,105.8,55.3,53.1,6.68,28.3,50.6,1283.3,97.8,14.11,1,2.034
Potato,Rabi,Jharkhand,Sandy,339.7,253.2,90.6,77.7,5.43,23.2,85.6,1217.1,193.4,0.66,1,8.043
Rice,Kharif,Punjab,Loamy,497.87,80.5,51.0,49.6,5.54,22.3,94.3,797.7,94.4,5.03,1,3.855
Mustard,Rabi,Gujarat,Alluvial,460.0,40.1,45.9,13.2,7.16,24.4,40.6,521.0,57.6,6.19,1,1.565
Groundnut,Zaid,Maharashtra,Loamy,483.33,16.6,37.2,54.7,6.34,32.5,40.7,684.2,268.4,4.67,1,1.034
Maize,Rabi,Maharashtra,Alluvial,450.0,107.5,35.7,42.7,5.96,27.8,59.3,1158.4,236.7,11.8,1,1.778
Rice,Zaid,Odisha,Loamy,333.33,70.6,26.8,41.9,6.21,21.9,78.1,1714.8,158.5,1.31,0,2.0
Rice,Zaid,Gujarat,Clay,200.0,119.6,26.0,42.6,7.25,27.3,64.9,1011.6,75.3,22.17,1,4.0
Chickpea,Kharif,Karnataka,Red,458.56,19.0,39.3,27.2,5.53,18.2,32.1,856.5,326.7,7.17,1,0.234
Wheat,Rabi,Uttar Pradesh,Alluvial,499.5,88.9,45.8,41.4,5.52,21.6,59.8,1335.7,278.7,18.95,1,3.36
Wheat,Rabi,Madhya Pradesh,Sandy Loam,499.16,100.8,32.3,43.2,5.52,29.5,56.4,975.8,281.4,15.09,1,1.846
Maize,Kharif,Uttar Pradesh,Sandy Loam,368.0,112.6,41.7,39.9,5.73,25.5,82.4,745.3,221.6,3.66,0,1.193
Potato,Rabi,Jharkhand,Loamy,4.0,144.1,90.3,96.1,5.52,21.2,78.2,849.7,73.7,8.69,1,6.75
Banana,Whole Year,Kerala,Sandy,485.23,187.9,86.1,410.8,6.21,28.6,72.3,3953.2,158.1,16.8,0,7.594
Wheat,Rabi,Assam,Black,464.58,116.7,42.4,27.7,7.61,24.1,46.3,1864.2,226.5,24.83,1,0.601
Jute,Kharif,Assam,Clay,467.0,53.1,40.9,19.4,7.16,16.4,75.6,2395.5,177.9,9.41,0,1.708
Rice,Kharif,Uttar Pradesh,Loamy,340.33,76.4,45.5,23.0,6.93,25.9,63.0,1038.7,88.3,21.31,0,2.266
Wheat,Rabi,Bihar,Red,497.03,64.2,63.1,45.0,7.07,29.8,41.4,1554.4,108.7,20.62,0,2.093
Sugarcane,Whole Year,Gujarat,Alluvial,488.37,359.5,57.0,53.8,7.45,33.0,60.8,1139.0,58.7,21.78,1,63.19
Sugarcane,Whole Year,Maharashtra,Black,100.0,170.8,64.3,84.3,7.5,27.4,84.0,969.4,200.9,12.14,1,65.0
Rice,Kharif,Jharkhand,Alluvial,452.86,61.6,33.0,40.2,7.24,18.4,83.8,801.1,64.1,8.99,0,0.997
Groundnut,Zaid,West Bengal,Sandy Loam,478.94,22.7,37.9,29.5,6.75,32.1,75.9,1748.6,72.4,18.84,1,1.36
Maize,Rabi,Uttar Pradesh,Alluvial,65.0,166.3,40.1,62.3,6.47,23.1,51.2,666.0,266.0,21.66,1,2.231
Wheat,Rabi,Jharkhand,Clay,434.4,107.0,45.7,31.2,7.19,27.0,73.5,792.1,87.2,11.75,1,1.75
Sugarcane,Whole Year,Tamil Nadu,Alluvial,487.94,193.1,95.1,90.4,7.62,24.3,60.1,838.5,324.9,13.68,1,80.732
Maize,Zaid,Odisha,Alluvial,1.0,107.3,47.6,26.7,7.48,23.7,46.4,1970.1,141.5,22.93,1,3.1
Mustard,Rabi,Uttar Pradesh,Sandy Loam,490.52,56.8,33.4,12.5,7.98,28.4,34.5,865.1,216.7,12.09,1,1.645
Wheat,Rabi,Chhattisgarh,Sandy Loam,335.0,74.8,36.8,50.9,7.52,27.8,50.6,1278.0,245.5,1.13,1,0.996
Groundnut,Kharif,Telangana,Sandy Loam,151.0,12.6,31.9,45.7,6.24,26.4,48.6,946.7,211.1,15.41,0,0.94
Wheat,Rabi,Madhya Pradesh,Alluvial,499.56,98.3,34.5,40.2,5.81,23.0,49.4,1536.6,192.7,25.0,1,2.038
Maize,Kharif,Bihar,Red,491.85,89.0,36.6,26.3,7.25,24.9,51.9,750.0,97.4,7.3,1,0.927
Chickpea,Rabi,Assam,Loamy,39.0,18.0,72.3,27.8,5.57,23.8,43.5,2147.9,139.5,16.87,1,0.462
Chickpea,Rabi,Bihar,Red,251.0,21.8,32.4,23.9,7.62,31.5,63.3,1097.6,323.7,3.95,1,0.988
Rice,Kharif,West Bengal,Clay,361.0,85.5,64.2,19.7,5.46,27.9,83.9,1054.2,226.0,18.27,1,0.969
Maize,Kharif,Madhya Pradesh,Sandy Loam,470.33,145.5,45.6,36.1,6.09,26.1,57.2,599.2,244.3,21.73,1,1.817
Chickpea,Rabi,West Bengal,Black,5.0,18.6,55.6,24.7,6.21,24.0,34.5,1567.5,49.3,6.38,1,1.2
Jute,Kharif,West Bengal,Loamy,264.5,70.8,16.6,23.7,6.09,26.8,80.5,1952.9,265.2,0.55,0,1.205
Mustard,Rabi,Gujarat,Alluvial,100.0,47.4,24.5,25.8,5.78,28.5,55.4,501.4,69.3,11.89,1,1.0
Maize,Kharif,Andhra Pradesh,Sandy Loam,488.14,97.5,50.9,35.5,7.36,30.1,56.4,853.8,132.3,20.94,0,1.837
Maize,Kharif,Haryana,Sandy Loam,366.33,142.3,40.5,37.3,6.33,23.7,59.6,609.3,266.0,21.93,0,2.73
Chickpea,Whole Year,Tamil Nadu,Red,2.0,27.2,61.5,25.8,5.51,25.2,36.5,1073.8,217.7,21.38,0,1.0
Rice,Rabi,Bihar,Loamy,495.49,59.4,35.2,29.7,6.66,29.4,84.6,969.2,71.2,5.69,1,2.033
Jute,Kharif,West Bengal,Alluvial,295.0,69.5,21.8,26.3,6.21,25.7,66.0,1822.9,281.7,4.15,1,2.429
Chickpea,Rabi,Andhra Pradesh,Black,407.0,22.3,57.6,21.6,7.3,28.8,25.9,939.9,315.4,11.02,1,1.663
Mustard,Rabi,Bihar,Sandy Loam,299.0,63.9,22.4,12.7,7.24,25.6,39.7,1300.7,177.9,0.55,1,0.773
Mustard,Rabi,Odisha,Sandy Loam,94.0,63.1,23.3,20.8,6.54,25.8,42.2,1047.5,255.2,24.01,1,0.281
Rice,Rabi,Assam,Loamy,495.29,103.1,62.7,66.1,6.37,24.5,82.4,3000.7,184.0,22.49,1,1.312
Wheat,Rabi,Madhya Pradesh,Loamy,498.66,165.6,34.6,56.4,7.79,26.5,67.2,1339.5,272.1,7.32,1,3.249
Maize,Rabi,Karnataka,Sandy Loam,77.0,186.6,39.8,43.2,5.82,21.4,86.6,1510.6,235.2,11.46,1,2.636
Potato,Whole Year,Madhya Pradesh,Alluvial,422.75,126.3,101.5,113.5,6.41,31.0,89.8,1402.6,290.7,7.03,1,10.711
Chickpea,Rabi,Karnataka,Red,496.23,38.6,45.6,19.4,6.67,24.3,29.7,1335.0,162.8,16.13,0,0.41
Rice,Rabi,West Bengal,Loamy,499.42,78.3,29.6,30.6,6.28,29.8,76.2,1639.9,181.1,7.44,1,2.864
Groundnut,Kharif,Madhya Pradesh,Sandy Loam,46.0,18.8,62.4,39.9,7.06,30.5,65.0,698.1,346.8,15.86,1,0.935
Wheat,Rabi,Haryana,Alluvial,499.04,150.0,56.3,39.4,5.82,26.8,56.2,797.9,282.3,2.27,0,3.904
Mustard,Rabi,Assam,Sandy Loam,499.67,63.2,18.4,12.1,7.17,24.3,57.8,2215.1,282.4,4.47,0,0.574
Sugarcane,Whole Year,Tamil Nadu,Alluvial,491.13,252.2,90.3,93.3,5.71,26.6,68.3,1046.0,171.0,8.58,1,99.69
Rice,Zaid,Assam,Clay,469.62,88.2,25.8,47.0,6.28,25.8,79.7,2370.0,307.0,24.53,1,2.017
Potato,Rabi,Jharkhand,Alluvial,499.67,156.6,69.1,91.6,6.29,25.4,73.7,1443.2,195.3,16.61,0,7.104
Groundnut,Kharif,Madhya Pradesh,Black,491.39,30.2,71.9,33.4,7.13,25.7,70.4,629.2,318.8,5.02,1,0.573
Tomato,Rabi,Tamil Nadu,Black,5.27,145.7,71.8,84.5,5.88,28.1,68.0,944.0,128.1,14.79,0,36.081
Potato,Rabi,Karnataka,Alluvial,455.12,141.8,68.3,104.0,6.23,26.4,61.3,604.4,181.9,23.54,0,13.551
Wheat,Zaid,Odisha,Loamy,44.0,140.8,68.2,29.3,7.8,24.0,30.1,836.3,68.8,10.45,1,1.218
Banana,Whole Year,Chhattisgarh,Sandy,4.0,187.0,48.8,271.9,6.45,29.8,69.5,1550.6,83.4,15.44,0,34.0
Groundnut,Zaid,Odisha,Sandy Loam,417.5,18.3,74.2,39.3,5.58,24.6,68.9,1446.0,171.9,6.66,1,1.201
Tomato,Kharif,West Bengal,Red,5.45,93.2,46.9,77.5,5.68,24.9,60.1,1669.8,228.4,22.84,1,31.684
Rice,Rabi,Bihar,Loamy,496.68,91.3,64.5,36.3,6.29,32.9,92.1,1268.6,265.2,11.27,1,1.258
Rice,Zaid,Kerala,Loamy,163.0,67.6,21.0,20.0,5.75,26.8,69.1,2575.3,272.9,12.99,1,2.086
Chickpea,Rabi,Assam,Black,38.0,14.8,41.1,18.1,6.02,27.0,61.9,3142.7,294.1,13.57,0,0.605
Rice,Rabi,Assam,Loamy,499.96,69.5,27.8,55.7,5.22,19.1,79.1,1800.3,186.5,21.56,1,1.278
Wheat,Rabi,Rajasthan,Alluvial,497.0,139.5,39.5,41.9,5.68,27.2,66.8,481.9,62.3,17.14,0,2.602
Mustard,Rabi,Assam,Loamy,482.5,43.7,44.9,10.1,6.14,25.2,51.3,3176.2,250.3,24.71,1,0.413
Sugarcane,Whole Year,Assam,Sandy Loam,218.0,134.6,62.6,64.3,6.27,25.1,56.1,2098.4,230.9,17.61,1,43.124
Groundnut,Kharif,Madhya Pradesh,Sandy Loam,408.5,23.3,53.0,37.7,5.26,26.1,78.0,1152.1,56.6,12.16,0,1.315
Mustard,Rabi,Madhya Pradesh,Loamy,498.93,60.3,50.1,25.3,7.07,23.7,58.6,1193.5,76.6,8.61,1,0.332
Mustard,Rabi,Jharkhand,Sandy Loam,285.0,48.3,38.4,23.1,7.66,26.6,65.8,1390.4,229.3,20.34,1,0.884
Sugarcane,Whole Year,Punjab,Alluvial,466.67,139.8,78.4,83.4,5.79,21.3,89.4,971.8,197.1,13.07,1,54.286
Wheat,Rabi,Uttar Pradesh,Alluvial,499.04,102.9,45.3,44.4,6.91,23.8,51.3,473.9,163.3,17.49,0,1.977
Soybean,Kharif,West Bengal,Red,485.0,26.8,56.5,31.7,7.36,26.3,63.1,2107.4,146.1,21.0,0,0.575
Wheat,Rabi,Gujarat,Clay,494.34,114.4,25.6,36.4,7.87,28.5,52.2,954.1,107.9,23.24,1,2.58
Mustard,Rabi,Haryana,Loamy,288.5,69.6,23.9,24.3,5.66,29.4,65.7,768.2,50.6,20.25,1,1.733
Wheat,Rabi,Chhattisgarh,Clay,478.28,77.5,38.8,49.9,6.06,28.7,64.9,1835.7,208.4,10.97,1,1.064
Sugarcane,Kharif,Uttar Pradesh,Red,494.7,355.9,52.9,84.1,7.31,25.9,96.2,1107.2,95.0,0.7,0,38.656
Wheat,Rabi,Haryana,Clay,497.55,117.2,57.1,37.6,6.09,19.8,63.0,590.0,168.0,5.21,0,4.498
Rice,Rabi,West Bengal,Sandy,499.06,113.1,49.8,29.8,6.76,22.6,65.4,1976.6,139.8,12.04,1,2.828
Chickpea,Rabi,Rajasthan,Black,466.36,34.5,39.3,19.7,7.86,23.6,25.9,542.7,34.9,11.09,1,1.13
Maize,Rabi,Tamil Nadu,Alluvial,35.0,103.6,35.9,20.0,5.79,29.0,50.2,549.4,349.7,6.34,1,6.657
Rice,Rabi,Odisha,Alluvial,498.19,107.7,22.9,45.4,5.4,27.6,99.0,1934.9,256.3,4.2,0,1.667
Chickpea,Rabi,Bihar,Sandy,379.0,18.7,41.2,30.1,5.73,28.2,51.2,1270.6,49.9,13.55,1,0.691
Sugarcane,Whole Year,Maharashtra,Alluvial,400.0,187.3,107.4,81.8,6.37,28.6,95.2,1281.2,184.6,21.4,0,74.0
Barley,Rabi,Uttar Pradesh,Laterite,468.92,61.1,42.5,39.6,6.87,25.4,30.2,689.1,348.7,0.81,1,2.033
Sugarcane,Whole Year,Tamil Nadu,Loamy,492.0,316.1,93.3,72.9,7.0,26.7,71.5,1363.7,86.2,7.41,1,108.133
Chickpea,Rabi,Uttar Pradesh,Red,10.0,48.3,26.0,22.6,7.88,32.0,52.5,665.9,228.6,17.16,0,1.5
Rice,Kharif,Maharashtra,Loamy,488.24,95.1,56.1,46.1,7.16,28.2,83.5,1388.9,134.3,24.54,1,0.602
Rice,Zaid,Kerala,Red,447.2,120.2,40.5,44.4,5.91,31.9,72.8,2344.4,324.0,11.32,0,1.844
Sugarcane,Whole Year,Madhya Pradesh,Loamy,34.0,175.4,80.8,67.0,6.95,25.8,70.6,1574.9,248.0,21.14,1,26.176
Maize,Kharif,Maharashtra,Alluvial,100.0,193.3,38.2,36.0,5.9,25.2,46.8,1268.0,167.5,7.86,0,2.0
Tea,Whole Year,Rajasthan,Red,25.14,223.6,58.8,74.0,4.34,22.4,85.5,228.8,60.3,10.6,0,3.029
Groundnut,Kharif,Uttar Pradesh,Loamy,327.0,26.8,33.0,33.3,5.63,24.6,47.1,1196.6,331.9,8.39,1,0.823
Maize,Whole Year,Tamil Nadu,Sandy,492.06,85.1,25.6,37.7,5.81,25.4,64.9,1025.3,220.6,7.91,0,6.867
Rice,Kharif,Tamil Nadu,Alluvial,491.06,78.3,35.2,45.4,6.5,32.7,60.9,679.6,268.3,6.92,0,4.852
Soybean,Kharif,Madhya Pradesh,Loamy,499.54,40.8,63.6,17.9,6.91,25.4,62.9,1484.1,39.3,19.43,0,0.856
Barley,Kharif,Madhya Pradesh,Loamy,42.0,77.7,28.0,20.2,6.78,29.6,56.4,1103.4,211.7,8.51,1,4.167
Wheat,Rabi,Bihar,Clay,496.18,97.5,24.4,21.2,6.4,29.2,38.9,839.5,190.9,7.47,1,0.995
Banana,Whole Year,Andhra Pradesh,Black,45.0,221.1,63.2,409.0,7.13,31.6,95.9,1178.7,242.4,8.42,0,32.622
Banana,Zaid,Uttar Pradesh,Loamy,1.0,293.2,50.6,203.5,5.58,28.9,88.6,604.3,250.0,4.41,1,41.0
Groundnut,Kharif,Odisha,Red,464.0,11.0,26.4,61.4,7.13,25.6,73.0,903.1,218.5,16.91,1,0.959
Wheat,Rabi,Gujarat,Alluvial,300.0,90.7,49.2,28.7,5.57,26.5,67.2,761.6,142.3,11.28,1,2.667
Cotton,Kharif,Punjab,Loamy,497.27,52.8,37.0,36.9,6.37,24.3,48.0,454.7,259.3,24.17,1,0.682
Chickpea,Rabi,Madhya Pradesh,Loamy,497.38,45.3,43.1,22.4,5.94,28.6,35.5,1216.2,199.7,4.69,0,0.979
Banana,Whole Year,Uttar Pradesh,Alluvial,1.0,207.0,46.2,342.1,7.99,26.2,76.9,698.7,90.8,4.88,1,39.0
Rice,Kharif,Tamil Nadu,Loamy,499.52,83.1,19.1,35.5,5.71,30.8,70.8,954.0,36.9,3.1,0,4.731
Rice,Rabi,Kerala,Loamy,359.22,130.6,18.0,60.8,6.61,30.8,96.5,1420.8,166.5,14.38,0,2.536
Soybean,Kharif,Rajasthan,Red,1.0,23.5,86.9,34.1,6.55,23.7,63.8,335.7,254.1,1.58,0,1.0
Rice,Kharif,Haryana,Clay,498.26,110.6,49.5,44.0,7.11,25.1,79.0,627.3,302.9,8.5,1,2.717
Maize,Rabi,Uttar Pradesh,Sandy Loam,402.0,98.1,32.1,30.9,6.97,34.5,65.4,1172.0,174.6,12.06,1,3.055
Rice,Kharif,Gujarat,Alluvial,486.67,83.9,36.7,52.1,5.99,28.7,87.1,1104.3,70.6,18.51,1,1.671
Wheat,Rabi,Madhya Pradesh,Clay,498.61,63.7,49.9,24.1,7.61,28.7,37.6,1166.0,302.0,22.59,1,3.0
Wheat,Whole Year,Madhya Pradesh,Alluvial,497.54,151.1,38.1,27.1,6.71,29.2,37.4,1376.3,247.1,17.69,1,1.081
Tea,Whole Year,Tamil Nadu,Loamy,21.12,88.3,39.9,52.6,5.06,32.6,91.5,1288.6,111.5,6.36,1,1.57
Mustard,Rabi,Haryana,Sandy Loam,498.39,96.1,25.1,12.5,7.37,17.1,55.4,606.1,228.9,5.35,0,1.516
Rice,Kharif,Maharashtra,Alluvial,498.19,75.6,73.9,29.6,5.42,28.5,84.9,964.1,169.5,17.09,0,2.154
Maize,Kharif,Odisha,Alluvial,482.5,82.3,38.3,48.0,5.62,30.1,62.8,1395.2,139.0,12.24,0,0.893
Sugarcane,Whole Year,Assam,Black,492.0,236.7,59.9,103.3,6.94,26.3,82.0,2918.5,297.7,11.32,1,40.584
Sugarcane,Whole Year,Karnataka,Loamy,461.85,254.8,104.9,101.0,6.91,24.2,94.7,1233.3,184.4,17.28,0,80.75
Potato,Whole Year,Bihar,Sandy Loam,426.33,129.6,99.6,124.5,6.64,27.6,72.7,968.9,340.3,6.36,1,8.633
Sugarcane,Whole Year,Madhya Pradesh,Black,490.36,160.1,60.9,68.7,7.23,28.2,87.7,719.2,256.5,5.75,1,44.892
Rice,Kharif,Gujarat,Loamy,498.54,86.6,37.1,26.3,5.24,27.9,67.5,417.3,196.4,17.16,0,1.921
Groundnut,Rabi,Karnataka,Red,466.25,17.0,58.5,31.9,6.18,28.3,62.0,922.6,158.9,21.09,1,1.513
Maize,Kharif,Uttar Pradesh,Alluvial,3.0,101.4,61.4,48.0,7.24,22.9,76.0,1018.7,96.5,24.61,1,1.333
Rice,Kharif,Uttar Pradesh,Black,497.85,65.4,46.1,49.8,5.26,23.8,85.9,811.5,93.7,11.51,1,2.347
Rice,Rabi,Odisha,Loamy,498.08,81.3,50.6,49.5,5.25,24.8,73.8,793.9,280.0,4.08,1,3.769
Maize,Zaid,Bihar,Alluvial,3.0,99.2,42.1,46.1,7.15,27.2,41.0,1160.9,63.3,2.1,0,4.0
Maize,Kharif,Uttar Pradesh,Alluvial,480.25,87.5,57.9,47.5,7.48,26.1,56.5,777.6,147.1,1.29,0,1.326
Groundnut,Zaid,Maharashtra,Sandy Loam,488.24,30.7,42.5,36.1,7.42,24.9,44.3,1723.0,138.1,14.36,1,1.12
Mustard,Rabi,Haryana,Alluvial,481.48,63.6,48.9,19.5,5.65,23.6,61.7,708.7,42.4,14.1,0,1.615
Groundnut,Kharif,Chhattisgarh,Red,469.0,22.3,52.3,42.1,5.88,25.6,43.3,1266.2,253.0,23.21,1,1.32
Barley,Rabi,Punjab,Loamy,333.33,58.7,48.3,15.0,7.9,18.2,62.8,916.3,272.3,13.05,0,3.0
Rice,Zaid,Bihar,Sandy,496.27,64.4,28.3,62.5,5.91,25.5,98.8,1255.8,79.1,2.15,1,1.794
Rice,Kharif,Haryana,Alluvial,494.16,107.1,31.7,32.7,7.36,26.9,98.8,783.7,190.6,5.9,1,2.29
Potato,Rabi,Jharkhand,Sandy Loam,320.84,194.7,79.0,99.4,6.72,25.9,56.6,1084.4,275.7,16.34,1,7.116
Maize,Zaid,Maharashtra,Alluvial,366.67,72.1,47.0,48.0,7.3,26.8,46.2,1260.4,168.7,24.87,0,1.273
Wheat,Rabi,Assam,Alluvial,354.67,92.3,47.6,42.4,6.71,26.0,31.9,2484.4,345.5,17.21,1,1.649
Potato,Whole Year,Assam,Sandy Loam,475.38,122.4,65.7,146.4,5.02,29.8,57.3,2836.3,199.7,2.75,1,8.166
Maize,Kharif,Punjab,Alluvial,473.68,92.7,52.6,37.9,6.25,19.5,54.4,610.1,147.6,16.39,0,2.667
Chickpea,Rabi,Madhya Pradesh,Black,498.0,34.4,64.6,26.7,7.19,26.6,38.3,702.3,250.9,21.48,1,0.717
Wheat,Rabi,Chhattisgarh,Loamy,475.0,168.9,61.8,29.7,6.27,22.3,60.8,1036.0,139.4,12.73,1,1.211
Rice,Rabi,Assam,Loamy,498.76,74.1,58.3,43.8,5.32,23.3,93.1,1217.5,348.5,11.95,1,1.818
Maize,Zaid,Karnataka,Sandy Loam,479.0,143.6,67.9,26.6,5.67,25.2,82.6,676.6,259.0,6.29,0,3.624
Barley,Rabi,Uttar Pradesh,Loamy,404.0,90.0,44.4,21.6,6.21,26.5,47.5,1225.4,281.9,5.27,1,2.756
Maize,Kharif,Uttar Pradesh,Alluvial,499.85,163.4,57.0,24.1,6.15,24.0,62.8,1098.9,238.5,21.06,1,1.489
Wheat,Rabi,Assam,Clay,6.0,86.7,31.2,33.8,6.38,27.2,36.4,1253.3,254.2,2.59,0,1.333
Sugarcane,Whole Year,Bihar,Sandy Loam,342.33,344.3,71.5,81.7,7.06,25.8,70.3,1070.3,40.5,18.95,1,28.47
Chickpea,Rabi,Uttar Pradesh,Red,379.33,16.7,37.9,20.5,7.09,26.5,28.6,1050.1,98.9,18.07,0,1.141
Wheat,Rabi,Jharkhand,Alluvial,496.6,160.8,35.1,29.8,7.37,27.0,68.6,1388.7,34.5,3.61,0,1.777
Wheat,Rabi,Jharkhand,Clay,331.0,170.2,34.3,42.9,5.56,25.9,42.8,851.0,228.9,11.97,1,2.054
Chickpea,Rabi,Uttar Pradesh,Laterite,473.86,25.9,42.2,25.0,6.58,31.0,60.8,590.1,300.8,21.62,0,0.797
Wheat,Zaid,Odisha,Loamy,7.0,87.1,71.2,49.2,6.91,30.3,43.7,1171.6,194.9,4.46,1,1.114
Mustard,Rabi,Uttar Pradesh,Sandy Loam,494.84,63.7,32.3,13.2,6.09,25.5,32.3,842.9,248.2,4.63,1,1.314
Cotton,Kharif,Madhya Pradesh,Loamy,496.72,106.8,27.8,40.8,7.16,30.2,42.3,993.5,303.7,0.78,1,0.481
Wheat,Rabi,Haryana,Alluvial,497.99,85.6,52.3,46.6,6.86,24.0,46.2,801.4,98.4,18.28,1,4.084
Groundnut,Kharif,Uttar Pradesh,Red,163.0,27.7,58.3,29.6,5.67,29.7,78.4,1096.8,212.2,8.03,1,0.988
Maize,Kharif,Gujarat,Sandy Loam,400.0,111.4,41.9,26.5,6.27,29.7,44.0,1174.4,254.9,4.82,1,1.625
Soybean,Kharif,Maharashtra,Red,499.19,60.1,73.2,22.2,5.99,26.0,65.0,832.8,66.8,2.19,0,1.524
Chickpea,Rabi,Jharkhand,Loamy,219.6,25.6,37.1,22.4,7.62,22.7,30.0,1078.5,187.5,19.62,1,0.697
Potato,Whole Year,Chhattisgarh,Alluvial,124.0,167.7,114.4,111.3,5.2,26.2,87.2,1664.6,166.8,3.64,1,5.927
Chickpea,Rabi,Bihar,Clay,490.62,27.2,72.9,18.0,7.02,27.2,46.7,1215.1,243.9,20.38,1,0.888
Maize,Kharif,Madhya Pradesh,Loamy,486.57,114.4,51.0,18.8,5.91,26.4,61.3,672.6,344.6,18.29,1,1.298
Sugarcane,Whole Year,Madhya Pradesh,Alluvial,492.85,145.0,55.0,68.6,6.5,23.6,59.3,1227.6,250.9,11.79,1,57.595
Soybean,Kharif,Maharashtra,Red,498.48,14.7,75.5,31.0,7.23,29.8,50.2,1138.4,64.4,22.48,1,0.867
Groundnut,Kharif,Rajasthan,Sandy Loam,492.27,11.9,67.4,44.3,6.92,27.8,59.0,531.7,120.9,6.07,1,1.964
Groundnut,Rabi,Karnataka,Loamy,459.0,11.7,63.2,33.4,5.76,25.0,55.3,708.6,59.1,2.05,1,1.026
Rice,Kharif,Madhya Pradesh,Clay,437.0,87.5,36.3,43.7,7.03,24.8,90.7,1105.7,303.4,18.9,1,0.671
Wheat,Rabi,Bihar,Alluvial,497.78,73.5,45.7,36.3,5.56,31.5,52.9,1333.9,342.5,12.33,1,1.91
Rice,Kharif,Andhra Pradesh,Alluvial,498.36,80.5,39.6,31.2,5.13,23.5,99.0,851.7,136.7,14.72,0,1.689
Mustard,Rabi,Madhya Pradesh,Alluvial,6.0,83.4,37.5,13.5,6.9,25.1,56.9,892.9,169.9,9.09,0,1.0
Groundnut,Whole Year,West Bengal,Red,418.25,18.0,37.8,56.7,5.55,22.8,42.9,2228.0,294.6,13.93,1,1.749
Maize,Kharif,Jharkhand,Alluvial,490.0,143.0,51.1,22.4,7.18,29.6,89.4,1501.2,108.9,22.72,1,1.574
Sugarcane,Whole Year,Tamil Nadu,Black,486.09,144.9,71.5,105.5,7.47,26.5,89.0,502.4,166.3,20.14,1,91.891
Rice,Kharif,Bihar,Clay,29.0,80.9,31.4,72.8,5.02,26.0,88.0,1602.4,82.5,3.63,1,0.862
Sugarcane,Whole Year,Madhya Pradesh,Laterite,306.0,307.3,72.7,59.7,7.6,28.8,66.0,1555.7,170.9,23.38,1,44.804
Wheat,Rabi,Punjab,Clay,494.12,112.1,55.5,61.9,7.89,29.0,72.9,871.7,333.8,0.72,1,4.119
Mustard,Rabi,Bihar,Alluvial,492.0,51.2,30.8,10.0,6.04,18.8,67.7,1628.0,266.7,13.49,1,1.002
Rice,Kharif,Maharashtra,Alluvial,100.0,105.5,21.0,44.9,5.97,23.2,96.0,640.1,231.8,9.09,0,1.0
Rice,Kharif,Karnataka,Black,492.75,111.6,69.7,21.4,6.19,19.7,72.5,1117.6,251.0,2.57,1,2.84
Sugarcane,Whole Year,Haryana,Black,499.0,217.7,74.0,116.5,7.81,20.8,82.6,660.8,68.8,1.59,0,68.47
